timestamp,iface,can_id,data,pgn,priority,destination,source,label
0.097739,can0,217055747,C00000FFF7581603,61442,3,,3,normal
0.098393,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.098957,can0,217058307,EC039916FFFFFFFF,61452,3,,3,normal
0.099582,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.103111,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.103472,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.104111,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.10848,can0,217055747,C00000FFF75A1603,61442,3,,3,normal
0.10849,can0,419218688,F041FFFFFFFFFFFF,64709,6,,0,normal
0.108927,can0,217944576,F4FFFAFFFFFFFFFF,64914,3,,0,normal
0.109598,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.110233,can0,217056256,207D859116000F85,61444,3,,0,normal
0.113436,can0,285057792,FFFF13FFFFFFFFFF,64931,4,,0,normal
0.113589,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.117849,can0,217055747,C00000FFF75A1603,61442,3,,3,normal
0.118426,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.118997,can0,217058307,EF03D716FFFFFFFF,61452,3,,3,normal
0.123373,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.124056,can0,217056000,D1000FFFFF0F697E,61443,3,,0,normal
0.124605,can0,486445568,FF8890FFFFFF0000,65170,7,,0,normal
0.127826,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.129961,can0,217056256,107D859816000F85,61444,3,,0,normal
0.133704,can0,217057792,96036205FFFFFFFF,61450,3,,0,normal
0.133711,can0,419271680,6317FFFFFFFFFFFF,64916,6,,0,normal
0.134376,can0,419360512,FFFFFF1E367DFFFA,65263,6,,0,normal
0.134748,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.136264,can0,485228288,0143FFBF00090854,60160,7,255.0,0,normal
0.137792,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.139205,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.13921,can0,217058307,E9038916FFFFFFFF,61452,3,,3,normal
0.13949,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.143615,can0,419356672,CC2C010015963500,65248,6,,0,normal
0.143966,can0,217056000,D1000FFFFF0F6A7E,61443,3,,0,normal
0.147279,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.147818,can0,217055747,C00000FFF7561603,61442,3,,3,normal
0.148402,can0,419361280,10000000C209E1FF,65266,6,,0,normal
0.148932,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.149884,can0,217056256,107D859F16000F85,61444,3,,0,normal
0.153111,can0,419355392,FFFF9D31FFFFFFFF,65243,6,,0,normal
0.157792,can0,217055747,C00000FFF7561603,61442,3,,3,normal
0.158357,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.158924,can0,217058307,EA034B16FFFFFFFF,61452,3,,3,normal
0.159505,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.160114,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.161404,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.161411,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.161779,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.162362,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.163074,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.163573,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.164172,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.164749,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.168076,can0,217055747,C00000FFF7571603,61442,3,,3,normal
0.168307,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.170814,can0,217056256,007D85A416000F85,61444,3,,0,normal
0.17312,can0,419362304,FF0064FFFFFFFFFF,65270,6,,0,normal
0.17778,can0,217055747,C00000FFF7571603,61442,3,,3,normal
0.17833,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.178926,can0,217058307,ED03CC16FFFFFFFF,61452,3,,3,normal
0.183438,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.184057,can0,217057792,A0037405FFFFFFFF,61450,3,,0,normal
0.184617,can0,419360768,FFFFFFA316FFFFFF,65264,6,,0,normal
0.185579,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.187845,can0,217055747,C00000FFF7571603,61442,3,,3,normal
0.188317,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.189886,can0,217056256,007D85A816000F85,61444,3,,0,normal
0.190499,can0,485228288,02000908ED141F01,60160,7,255.0,0,normal
0.193787,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.193797,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.197797,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.197809,can0,217055747,C00000FFF7571603,61442,3,,3,normal
0.198346,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.198934,can0,217058307,EC03FA16FFFFFFFF,61452,3,,3,normal
0.199548,can0,419284480,FC04FFFFFFFFFFFF,64966,6,,0,normal
0.200105,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.203209,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.203771,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.204283,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.208429,can0,217055747,C00000FFF7561603,61442,3,,3,normal
0.209548,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.210082,can0,217056256,707D84B216000F85,61444,3,,0,normal
0.213029,can0,285057792,FFFF13FFFFFFFFFF,64931,4,,0,normal
0.213622,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.217786,can0,217055747,C00000FFF7561603,61442,3,,3,normal
0.21836,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.218934,can0,217058307,EA037A16FFFFFFFF,61452,3,,3,normal
0.223395,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.224004,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.224536,can0,486445568,FF1C90FFFFFF0000,65170,7,,0,normal
0.228605,can0,217055747,C00000FFF7561603,61442,3,,3,normal
0.22992,can0,217056256,607D84AE16000F85,61444,3,,0,normal
0.233797,can0,217057792,A0035805FFFFFFFF,61450,3,,0,normal
0.233807,can0,419271680,C914FFFFFFFFFFFF,64916,6,,0,normal
0.234214,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.237796,can0,217055747,C00000FFF7561603,61442,3,,3,normal
0.238315,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.239066,can0,217058307,EA037516FFFFFFFF,61452,3,,3,normal
0.239463,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.24336,can0,419356672,CC2C010015963500,65248,6,,0,normal
0.2439,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.247262,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.247803,can0,217055747,C00000FFF75B1603,61442,3,,3,normal
0.248337,can0,419361280,15000000C309E1FF,65266,6,,0,normal
0.248912,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.249988,can0,217056256,607D84AD16000F85,61444,3,,0,normal
0.257733,can0,217055747,C00000FFF75B1603,61442,3,,3,normal
0.25836,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.258934,can0,217058307,EF03E116FFFFFFFF,61452,3,,3,normal
0.259493,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.260022,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.261301,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.261309,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.26174,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.263082,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.263091,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.263557,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.264136,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.264754,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.268066,can0,217055747,C00000FFF75F1603,61442,3,,3,normal
0.26831,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.270807,can0,217056256,707D849D16000F85,61444,3,,0,normal
0.277739,can0,217055747,C00000FFF75F1603,61442,3,,3,normal
0.278272,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.278872,can0,217058307,E903CD16FFFFFFFF,61452,3,,3,normal
0.283735,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.284028,can0,217057792,A0037405FFFFFFFF,61450,3,,0,normal
0.284636,can0,419360768,FFFFFFA416FFFFFF,65264,6,,0,normal
0.285178,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.287944,can0,217055747,C00000FFF75C1603,61442,3,,3,normal
0.288305,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.28989,can0,217056256,707D84A616000F85,61444,3,,0,normal
0.293765,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.293775,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.297797,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.297807,can0,217055747,C00000FFF75C1603,61442,3,,3,normal
0.298389,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.298932,can0,217058307,EA035516FFFFFFFF,61452,3,,3,normal
0.299531,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.303684,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.303926,can0,217056000,D1000EFFFF0F6A7E,61443,3,,0,normal
0.304569,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.308127,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.309584,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.310106,can0,217056256,707D84A416000F85,61444,3,,0,normal
0.313104,can0,285057792,FFFF13FFFFFFFFFF,64931,4,,0,normal
0.313682,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.317785,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.318359,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.318938,can0,217058307,ED03AF16FFFFFFFF,61452,3,,3,normal
0.32342,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.324009,can0,217056000,D1000EFFFF0F6A7E,61443,3,,0,normal
0.324646,can0,486445568,FFB48FFFFFFF0000,65170,7,,0,normal
0.328478,can0,217055747,C00000FFF75E1603,61442,3,,3,normal
0.329937,can0,217056256,707D84AB16000F85,61444,3,,0,normal
0.333429,can0,217057792,CF033305FFFFFFFF,61450,3,,0,normal
0.333613,can0,419271680,6317FFFFFFFFFFFF,64916,6,,0,normal
0.334355,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.337777,can0,217055747,C00000FFF75E1603,61442,3,,3,normal
0.338365,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.338935,can0,217058307,EE03F816FFFFFFFF,61452,3,,3,normal
0.339509,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.343434,can0,419356672,CC2C010015963500,65248,6,,0,normal
0.34398,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.347238,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.347833,can0,217055747,C00000FFF7601603,61442,3,,3,normal
0.348399,can0,419361280,15000000C209E1FF,65266,6,,0,normal
0.348995,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.349943,can0,217056256,607D84B816000F85,61444,3,,0,normal
0.357777,can0,217055747,C00000FFF7601603,61442,3,,3,normal
0.358361,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.358934,can0,217058307,E903B116FFFFFFFF,61452,3,,3,normal
0.35956,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.360084,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.360655,can0,217944576,F4FFFAFFFFFFFFFF,64914,3,,0,normal
0.36121,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.361794,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.362353,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.362999,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.363496,can0,419271939,CCFFFFAFFFFFFFFF,64917,6,,3,normal
0.364107,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.3647,can0,419362819,FFFFFFFFFC2BFFFF,65272,6,,3,normal
0.365286,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.36584,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.366432,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.367757,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.368314,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.370798,can0,217056256,507D84C116000F85,61444,3,,0,normal
0.377777,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.378333,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.378886,can0,217058307,E9036F16FFFFFFFF,61452,3,,3,normal
0.383745,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.38407,can0,217057792,CF033305FFFFFFFF,61450,3,,0,normal
0.38468,can0,419360768,FFFFFFBF16FFFFFF,65264,6,,0,normal
0.385259,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.387757,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.388354,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.389937,can0,217056256,507D84B216000F85,61444,3,,0,normal
0.393611,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.393619,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.397673,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.39775,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.398374,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.398959,can0,217058307,EF03E016FFFFFFFF,61452,3,,3,normal
0.399531,can0,418385664,760FFFFFD59FFFFF,61455,6,,0,normal
0.404022,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.404032,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.404627,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.407764,can0,217055747,C00000FFF7651603,61442,3,,3,normal
0.409552,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.410123,can0,217056256,607D84AB16000F85,61444,3,,0,normal
0.413037,can0,285057792,FFFF13FFFFFFFFFF,64931,4,,0,normal
0.413605,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.417792,can0,217055747,C00000FFF7651603,61442,3,,3,normal
0.418358,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.418974,can0,217058307,EC03D616FFFFFFFF,61452,3,,3,normal
0.423416,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.424014,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.424647,can0,486445568,FFD48FFFFFFF0000,65170,7,,0,normal
0.428454,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.430039,can0,217056256,707D849816000F85,61444,3,,0,normal
0.4333,can0,352098304,FF000000000000FF,64664,5,,0,normal
0.433696,can0,217057792,CF033C05FFFFFFFF,61450,3,,0,normal
0.43431,can0,419271680,C914FFFFFFFFFFFF,64916,6,,0,normal
0.434887,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.437751,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.43835,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.438947,can0,217058307,EA034C16FFFFFFFF,61452,3,,3,normal
0.439469,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.443354,can0,419356672,CC2C010015963500,65248,6,,0,normal
0.443976,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.447866,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.447876,can0,217055747,C00000FFF7661603,61442,3,,3,normal
0.448355,can0,419279872,B33D1340FFFFFFFF,64948,6,,0,normal
0.449025,can0,419361280,0F000000C309E1FF,65266,6,,0,normal
0.449474,can0,418385664,6C0FFFFFD59FFFFF,61455,6,,0,normal
0.450947,can0,217056256,007D85A016000F85,61444,3,,0,normal
0.454036,can0,418053937,E5FE00,59904,6,255.0,49,normal
0.457785,can0,217055747,C00000FFF7661603,61442,3,,3,normal
0.458361,can0,419357952,E05D020050550000,65253,6,,0,normal
0.458927,can0,217058307,E9037316FFFFFFFF,61452,3,,3,normal
0.459476,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.460053,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.460689,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.46121,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.461797,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.462331,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.462934,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.463531,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.464107,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.46468,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.465283,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.467908,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.468295,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.470723,can0,217056256,707D849C16000F85,61444,3,,0,normal
0.4731,can0,419279616,FFFFF943FFFFFFFF,64947,6,,0,normal
0.477709,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.478341,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.478939,can0,217058307,EE03E516FFFFFFFF,61452,3,,3,normal
0.484344,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.484354,can0,217057792,BC033305FFFFFFFF,61450,3,,0,normal
0.48464,can0,419360768,FFFFFFA216FFFFFF,65264,6,,0,normal
0.48526,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.487918,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.488309,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.489939,can0,217056256,007D859816000F85,61444,3,,0,normal
0.493757,can0,419279360,FFFFFFFF0200FFFF,64946,6,,0,normal
0.493766,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.494179,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.497792,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.497802,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.498389,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.498976,can0,217058307,E903C416FFFFFFFF,61452,3,,3,normal
0.499476,can0,418385664,6C0FFFFFD59FFFFF,61455,6,,0,normal
0.50087,can0,419351089,00FF00000000FFFF,65226,6,,49,normal
0.500878,can0,418451505,0000FFFFFFFFFFFF,61712,6,,49,normal
0.503533,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.504133,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.504626,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.5077,can0,217055747,C00000FFF75C1603,61442,3,,3,normal
0.509561,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.510063,can0,217056256,707D84A316000F85,61444,3,,0,normal
0.513135,can0,285057792,FFFF13FFFFFFFFFF,64931,4,,0,normal
0.513624,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.517801,can0,217055747,C00000FFF75C1603,61442,3,,3,normal
0.518314,can0,419269632,FFFF0000FFFFFFFF,64908,6,,0,normal
0.518935,can0,217058307,EA035216FFFFFFFF,61452,3,,3,normal
0.519505,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.523676,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.524022,can0,217056000,D1000EFFFF0F687E,61443,3,,0,normal
0.5246,can0,486445568,FF888FFFFFFF0000,65170,7,,0,normal
0.528449,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.530095,can0,217056256,507D84B716000F85,61444,3,,0,normal
0.533318,can0,217057792,BC034605FFFFFFFF,61450,3,,0,normal
0.53368,can0,419271680,C914FFFFFFFFFFFF,64916,6,,0,normal
0.5343,can0,418385408,1825FFFFD59FFFFF,61454,6,,0,normal
0.537706,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.53827,can0,419241984,B33DFFFFFFFFFFFF,64800,6,,0,normal
0.538873,can0,217058307,EE03B216FFFFFFFF,61452,3,,3,normal
0.539447,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.540019,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.543415,can0,419356672,CC2C010015963500,65248,6,,0,normal
0.543988,can0,217056000,D1000EFFFF0F697E,61443,3,,0,normal
0.547946,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.547954,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.548363,can0,419361280,14000000C209E1FF,65266,6,,0,normal
0.549024,can0,418385664,6C0FFFFFD59FFFFF,61455,6,,0,normal
0.549967,can0,217056256,607D84AF16000F85,61444,3,,0,normal
0.557791,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.558279,can0,419356416,84A0287D7FFFFFF5,65247,6,,0,normal
0.559055,can0,217058307,ED03F616FFFFFFFF,61452,3,,3,normal
0.559464,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.560072,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.560578,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.561247,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
