timestamp,iface,can_id,data,pgn,priority,destination,source,label
0.051604,can0,419218688,F03EFFFFFFFFFFFF,64709,6,,0,normal
0.052176,can0,217944576,F4FFFAFFFFFFFFFF,64914,3,,0,normal
0.0533,can0,217056256,107D839D16000F83,61444,3,,0,normal
0.056378,can0,285057792,FFFF14FFFFFFFFFF,64931,4,,0,normal
0.056956,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.058836,can0,217055747,C00000FFF7681603,61442,3,,3,normal
0.059462,can0,217058307,EA03A516FFFFFFFF,61452,3,,3,normal
0.061751,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.06693,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.06694,can0,217056000,D1000BFFFF0F627E,61443,3,,0,normal
0.0675,can0,486445568,FF448DFFFFFF0000,65170,7,,0,normal
0.068783,can0,217055747,C00000FFF7631603,61442,3,,3,normal
0.073028,can0,217056256,707D82A616000F83,61444,3,,0,normal
0.076437,can0,217057792,0A03D205FFFFFFFF,61450,3,,0,normal
0.07689,can0,419271680,3012FFFFFFFFFFFF,64916,6,,0,normal
0.077452,can0,419360512,FFFFFF1E387DFFFA,65263,6,,0,normal
0.078042,can0,418385408,B626FFFFD59FFFFF,61454,6,,0,normal
0.0786,can0,485228288,0143FFBF00090854,60160,7,255.0,0,normal
0.079149,can0,217055747,C00000FFF7631603,61442,3,,3,normal
0.079973,can0,217058307,EB03E916FFFFFFFF,61452,3,,3,normal
0.082173,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.08231,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.083853,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.086314,can0,419356672,180000002E963500,65248,6,,0,normal
0.086883,can0,217056000,D1000AFFFF0F627E,61443,3,,0,normal
0.088811,can0,217055747,C00000FFF7611603,61442,3,,3,normal
0.091365,can0,419361280,11000000E106E1FF,65266,6,,0,normal
0.091919,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.0931,can0,217056256,707D82B216000F83,61444,3,,0,normal
0.096347,can0,419355392,FFFF9D31FFFFFFFF,65243,6,,0,normal
0.096906,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.099422,can0,217055747,C00000FFF7611603,61442,3,,3,normal
0.099429,can0,217058307,E903B516FFFFFFFF,61452,3,,3,normal
0.099985,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.100633,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.101858,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.102507,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.106453,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.10924,can0,217055747,C00000FFF75B1603,61442,3,,3,normal
0.111696,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.113215,can0,217056256,507D82BB16000F83,61444,3,,0,normal
0.116282,can0,419362304,FF0168FFFFFFFFFF,65270,6,,0,normal
0.118761,can0,217055747,C00000FFF75B1603,61442,3,,3,normal
0.119361,can0,217058307,EA038116FFFFFFFF,61452,3,,3,normal
0.120761,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.121777,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.126485,can0,217056000,D1000AFFFF0F607E,61443,3,,0,normal
0.126906,can0,217057792,00030A06FFFFFFFF,61450,3,,0,normal
0.127532,can0,419360768,FFFFFFBA16FFFFFF,65264,6,,0,normal
0.128066,can0,418385408,B626FFFFD59FFFFF,61454,6,,0,normal
0.128801,can0,217055747,C00000FFF75E1603,61442,3,,3,normal
0.131227,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.131376,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.133262,can0,217056256,407D82C816000F83,61444,3,,0,normal
0.133662,can0,485228288,02000908ED141F01,60160,7,255.0,0,normal
0.134316,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.136373,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.13934,can0,217055747,C00000FFF75E1603,61442,3,,3,normal
0.139391,can0,217058307,EF03E116FFFFFFFF,61452,3,,3,normal
0.142299,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.142349,can0,419284480,FC04FFFFFFFFFFFF,64966,6,,0,normal
0.142955,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.14687,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.14688,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.147433,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.147998,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.148597,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.149144,can0,217055747,C00000FFF7641603,61442,3,,3,normal
0.149749,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.150328,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.150945,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.153234,can0,217056256,507D82B916000F83,61444,3,,0,normal
0.156367,can0,285057792,FFFF15FFFFFFFFFF,64931,4,,0,normal
0.156877,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.158959,can0,217055747,C00000FFF7641603,61442,3,,3,normal
0.159379,can0,217058307,EC03E016FFFFFFFF,61452,3,,3,normal
0.161751,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.166817,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.166904,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.167575,can0,486445568,FFBC8DFFFFFF0000,65170,7,,0,normal
0.169217,can0,217055747,C00000FFF76B1603,61442,3,,3,normal
0.173047,can0,217056256,607D82AE16000F83,61444,3,,0,normal
0.176326,can0,217057792,0003F805FFFFFFFF,61450,3,,0,normal
0.176858,can0,419271680,3012FFFFFFFFFFFF,64916,6,,0,normal
0.17749,can0,418385408,B626FFFFD59FFFFF,61454,6,,0,normal
0.178939,can0,217055747,C00000FFF76B1603,61442,3,,3,normal
0.179356,can0,217058307,E9037316FFFFFFFF,61452,3,,3,normal
0.18173,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.182268,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.183798,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.186285,can0,419356672,180000002E963500,65248,6,,0,normal
0.186857,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.1888,can0,217055747,C00000FFF76C1603,61442,3,,3,normal
0.191487,can0,419361280,0D000000E106E1FF,65266,6,,0,normal
0.191891,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.193104,can0,217056256,007D839A16000F83,61444,3,,0,normal
0.196786,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.198816,can0,217055747,C00000FFF76C1603,61442,3,,3,normal
0.199461,can0,217058307,EB038016FFFFFFFF,61452,3,,3,normal
0.199998,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.200673,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.202191,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.202404,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.206447,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.209233,can0,217055747,C00000FFF76B1603,61442,3,,3,normal
0.211697,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.213296,can0,217056256,107D839A16000F83,61444,3,,0,normal
0.218767,can0,217055747,C00000FFF76B1603,61442,3,,3,normal
0.219339,can0,217058307,EC03D616FFFFFFFF,61452,3,,3,normal
0.220937,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.22181,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.226448,can0,217056000,D1000BFFFF0F627E,61443,3,,0,normal
0.226934,can0,217057792,0003EE05FFFFFFFF,61450,3,,0,normal
0.227562,can0,419360768,FFFFFF9116FFFFFF,65264,6,,0,normal
0.228052,can0,418385408,C226FFFFD59FFFFF,61454,6,,0,normal
0.228777,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.231624,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.231632,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.233379,can0,217056256,707D82A616000F83,61444,3,,0,normal
0.233792,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.236372,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.239502,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.239512,can0,217058307,E903C016FFFFFFFF,61452,3,,3,normal
0.24244,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.242451,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.246784,can0,217056000,D1000AFFFF0F637E,61443,3,,0,normal
0.246931,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.247477,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.248048,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.248621,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.249193,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.249799,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.250376,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.25097,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.253251,can0,217056256,707D82B616000F83,61444,3,,0,normal
0.256356,can0,285057792,FFFF15FFFFFFFFFF,64931,4,,0,normal
0.256912,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.258954,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.259353,can0,217058307,EA038516FFFFFFFF,61452,3,,3,normal
0.261802,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.266941,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.266951,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.267483,can0,486445568,FF788DFFFFFF0000,65170,7,,0,normal
0.268783,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.27307,can0,217056256,507D82C316000F83,61444,3,,0,normal
0.276471,can0,217057792,00030106FFFFFFFF,61450,3,,0,normal
0.276906,can0,419271680,3012FFFFFFFFFFFF,64916,6,,0,normal
0.277594,can0,418385408,C226FFFFD59FFFFF,61454,6,,0,normal
0.279167,can0,217055747,C00000FFF7621603,61442,3,,3,normal
0.279405,can0,217058307,EE03EA16FFFFFFFF,61452,3,,3,normal
0.281761,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.282308,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.283812,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.286382,can0,419356672,180000002E963500,65248,6,,0,normal
0.286955,can0,217056000,D1000AFFFF0F607E,61443,3,,0,normal
0.289367,can0,217055747,C00000FFF7611603,61442,3,,3,normal
0.291555,can0,419361280,11000000E206E1FF,65266,6,,0,normal
0.291926,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.293108,can0,217056256,407D82CE16000F82,61444,3,,0,normal
0.296785,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.298849,can0,217055747,C00000FFF7611603,61442,3,,3,normal
0.299439,can0,217058307,EF030117FFFFFFFF,61452,3,,3,normal
0.299973,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.301511,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.301868,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.302596,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.30307,can0,217944576,F4FFFAFFFFFFFFFF,64914,3,,0,normal
0.306381,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.309281,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.311653,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.313103,can0,217056256,507D82B916000F83,61444,3,,0,normal
0.318808,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.319436,can0,217058307,E9039E16FFFFFFFF,61452,3,,3,normal
0.321313,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.321824,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.326386,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.326913,can0,217057792,F702F805FFFFFFFF,61450,3,,0,normal
0.327554,can0,419360768,FFFFFFC716FFFFFF,65264,6,,0,normal
0.3281,can0,418385408,C226FFFFD59FFFFF,61454,6,,0,normal
0.328775,can0,217055747,C00000FFF76D1603,61442,3,,3,normal
0.331197,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.331808,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.333408,can0,217056256,707D82AB16000F83,61444,3,,0,normal
0.333851,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.336369,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.338831,can0,217055747,C00000FFF76D1603,61442,3,,3,normal
0.33944,can0,217058307,E9036A16FFFFFFFF,61452,3,,3,normal
0.342375,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.342384,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.346353,can0,419235584,430CFCFFFFFFFFFF,64775,6,,0,normal
0.346922,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.347462,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.348008,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.348585,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.349198,can0,217055747,C00000FFF7731603,61442,3,,3,normal
0.349782,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.35039,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.350981,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.351642,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.353783,can0,217056256,007D839816000F83,61444,3,,0,normal
0.356449,can0,285057792,FFFF14FFFFFFFFFF,64931,4,,0,normal
0.357004,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.358906,can0,217055747,C00000FFF7731603,61442,3,,3,normal
0.359404,can0,217058307,ED03C616FFFFFFFF,61452,3,,3,normal
0.36178,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.366881,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.36695,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.36762,can0,486445568,FF248EFFFFFF0000,65170,7,,0,normal
0.368783,can0,217055747,C00000FFF76E1603,61442,3,,3,normal
0.373118,can0,217056256,307D838516000F83,61444,3,,0,normal
0.376336,can0,352098304,FF000000000000FF,64664,5,,0,normal
0.376924,can0,217057792,F7020106FFFFFFFF,61450,3,,0,normal
0.377482,can0,419271680,3012FFFFFFFFFFFF,64916,6,,0,normal
0.378056,can0,418385408,C226FFFFD59FFFFF,61454,6,,0,normal
0.378775,can0,217055747,C00000FFF76E1603,61442,3,,3,normal
0.379398,can0,217058307,E903BB16FFFFFFFF,61452,3,,3,normal
0.38174,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.382363,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.38388,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.386341,can0,419356672,180000002E963500,65248,6,,0,normal
0.386961,can0,217056000,D1000BFFFF0F627E,61443,3,,0,normal
0.389315,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.391539,can0,419279872,3937B338FFFFFFFF,64948,6,,0,normal
0.391961,can0,419361280,11000000E106E1FF,65266,6,,0,normal
0.392551,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.393208,can0,217056256,207D839D16000F83,61444,3,,0,normal
0.397194,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.39915,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.39941,can0,217058307,EA035716FFFFFFFF,61452,3,,3,normal
0.399964,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.401399,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.401865,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.402574,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.406436,can0,217056000,D1000BFFFF0F627E,61443,3,,0,normal
0.408843,can0,217055747,C00000FFF75F1603,61442,3,,3,normal
0.411402,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.413113,can0,217056256,007D83A916000F83,61444,3,,0,normal
0.416287,can0,419279616,FFFFD33DFFFFFFFF,64947,6,,0,normal
0.418806,can0,217055747,C00000FFF75F1603,61442,3,,3,normal
0.419361,can0,217058307,EA039516FFFFFFFF,61452,3,,3,normal
0.422072,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.422082,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.426417,can0,217056000,D1000AFFFF0F627E,61443,3,,0,normal
0.426952,can0,217057792,F702EE05FFFFFFFF,61450,3,,0,normal
0.427594,can0,419360768,FFFFFFA216FFFFFF,65264,6,,0,normal
0.428111,can0,418385408,C226FFFFD59FFFFF,61454,6,,0,normal
0.428803,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.432169,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.43218,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.433824,can0,217056256,007D83B316000F83,61444,3,,0,normal
0.433836,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.437294,can0,419279360,FFFFFFFF0100FFFF,64946,6,,0,normal
0.437305,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.439043,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
0.4394,can0,217058307,ED030817FFFFFFFF,61452,3,,3,normal
0.441875,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.44241,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.44637,can0,217056000,D1000AFFFF0F607E,61443,3,,0,normal
0.446962,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.447513,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.448085,can0,417398577,00FFFFFFFFF0FFFF,57344,6,255.0,49,normal
0.448738,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.449276,can0,217055747,C00000FFF75A1603,61442,3,,3,normal
0.449813,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.450457,can0,419363889,FF78FFFFFFFF00FF,65276,6,,49,normal
0.45099,can0,419343921,FFFF5C5CFFFFFFFF,65198,6,,49,normal
0.451603,can0,419362609,FFFFFFFF1A01FFFF,65271,6,,49,normal
0.452207,can0,419383345,0000FFFF00000000,65352,6,,49,normal
0.452812,can0,419267377,F8FFFFFFFFFFFFFF,64899,6,,49,normal
0.453389,can0,217056256,607D82C816000F83,61444,3,,0,normal
0.453955,can0,419362865,FFFFFFFFFFFFFFFF,65272,6,,49,normal
0.454591,can0,419361329,FFFFFFFFFFFFFFFF,65266,6,,49,normal
0.455138,can0,419363377,FFB8B9FFFFFFFFFF,65274,6,,49,normal
0.45578,can0,419348785,9D446706FFFFFFFF,65217,6,,49,normal
0.456329,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.456916,can0,285057792,FFFF15FFFFFFFFFF,64931,4,,0,normal
0.457466,can0,418381865,F07D7DF329FFFF3C,61440,6,,41,normal
0.458815,can0,217055747,C00000FFF75A1603,61442,3,,3,normal
0.459449,can0,217058307,EB03CB16FFFFFFFF,61452,3,,3,normal
0.462076,can0,419269632,FFFF0000FFFFFFFF,64908,6,,0,normal
0.462387,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.46688,can0,419224576,9FFFFFFF50680000,64732,6,,0,normal
0.466949,can0,217056000,D1000AFFFF0F607E,61443,3,,0,normal
0.467975,can0,486445568,FF848EFFFFFF0000,65170,7,,0,normal
0.469596,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.473078,can0,217056256,507D82BD16000F83,61444,3,,0,normal
0.476407,can0,217057792,0003F805FFFFFFFF,61450,3,,0,normal
0.476979,can0,419271680,960FFFFFFFFFFFFF,64916,6,,0,normal
0.477554,can0,418385408,CE26FFFFD59FFFFF,61454,6,,0,normal
0.478782,can0,217055747,C00000FFF7591603,61442,3,,3,normal
0.479364,can0,217058307,EA035616FFFFFFFF,61452,3,,3,normal
0.481829,can0,419241984,3937FFFFFFFFFFFF,64800,6,,0,normal
0.482427,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.482976,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.483882,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.486384,can0,419356672,180000002E963500,65248,6,,0,normal
0.486967,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.489251,can0,217055747,C00000FFF7601603,61442,3,,3,normal
0.4914,can0,419361280,0C000000E106E1FF,65266,6,,0,normal
0.491965,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.493181,can0,217056256,007D83A716000F83,61444,3,,0,normal
0.497317,can0,217056049,FFFFFFFFFFFFFFFF,61443,3,,49,normal
0.499443,can0,217055747,C00000FFF7601603,61442,3,,3,normal
0.499453,can0,217058307,ED03B316FFFFFFFF,61452,3,,3,normal
0.499974,can0,418383107,7D00007D4E204E43,61445,6,,3,normal
0.501467,can0,419318275,031F4FFFFFF3FFFF,65098,6,,3,normal
0.501476,can0,419271939,CCFFFFAFFFFFFFFF,64917,6,,3,normal
0.501848,can0,419362819,FFFFFFFF3C2CFFFF,65272,6,,3,normal
0.50246,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.503047,can0,285015296,FFFFFFFF0032FFFF,64765,4,,0,normal
0.50646,can0,419249664,E93EFF163FFFFFFF,64830,6,,0,normal
0.507005,can0,217056000,D1000AFFFF0F617E,61443,3,,0,normal
0.508805,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.511313,can0,418382080,FFFFFFFFFFFFFFFF,61441,6,,0,normal
0.513035,can0,217056256,007D839D16000F83,61444,3,,0,normal
0.519395,can0,217055747,C00000FFF7671603,61442,3,,3,normal
0.519405,can0,217058307,EB03D116FFFFFFFF,61452,3,,3,normal
0.521913,can0,418382091,CFFFF0FFFFCDFFFF,61441,6,,11,normal
0.522256,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.526473,can0,419250176,FF3F00FFFFFFFFFF,64832,6,,0,normal
0.527033,can0,217056000,D1000BFFFF0F607E,61443,3,,0,normal
0.527676,can0,217057792,0003F805FFFFFFFF,61450,3,,0,normal
0.528195,can0,419360768,FFFFFFA516FFFFFF,65264,6,,0,normal
0.52878,can0,418385408,CE26FFFFD59FFFFF,61454,6,,0,normal
0.529326,can0,217055747,C00000FFF7631603,61442,3,,3,normal
0.530062,can0,419351043,00FF00000000FFFF,65226,6,,3,normal
0.531565,can0,418394880,FFFFFFFFFFFFFFFF,61491,6,,0,normal
0.531944,can0,419348235,00007D7D7D7DFFFF,65215,6,,11,normal
0.533407,can0,217056256,207D838216000F83,61444,3,,0,normal
0.533866,can0,201392901,FFFFFFFFFFF3FFFF,256,3,3.0,5,normal
0.536499,can0,419230208,E1FFFFFFFFFFFFFF,64754,6,,0,normal
0.538968,can0,217055747,C00000FFF7631603,61442,3,,3,normal
0.539379,can0,217058307,EA037616FFFFFFFF,61452,3,,3,normal
0.541858,can0,419356416,84A0287D7DFFFFF1,65247,6,,0,normal
0.542431,can0,418385664,FFFFFFFFFFFFFFFF,61455,6,,0,normal
0.546379,can0,217056000,D1000BFFFF0F617E,61443,3,,0,normal
0.546977,can0,418382129,FFFFFF3F00FFFFFF,61441,6,,49,normal
0.547537,can0,419361024,FF0000FCFF6800CF,65265,6,,0,normal
0.548064,can0,419361073,F3FFFFC3CCFFFFF0,65265,6,,49,normal
0.548663,can0,419360817,FFFFFFFFFFFCCCFF,65264,6,,49,normal
0.549259,can0,217055747,C00000FFF75D1603,61442,3,,3,normal
